	code	eps_x	eps_yoy	bvps	roe_x	epcf	net_profits_x	profits_yoy	distrib	report_date	roe_y	net_profit_ratio	gross_profit_rate	net_profits_y	eps_y	business_income	bips	arturnover	arturndays	inventory_turnover	inventory_days	currentasset_turnover	currentasset_days	mbrg	nprg	nav	targ	epsg	seg	currentratio	quickratio	cashratio	icratio	sheqratio	adratio	cf_sales	rateofreturn	cf_nm	cf_liabilities	cashflowratio
3182	000100	0.08	70.56	1.94	4.47	0.28	103384.47	70.68	NaN	08-02	4.36	1.98	20.8541	1033.8447	0.0846	52174.5173	4.2718	3.717	48.4262	3.2299	55.7293	0.6696	268.8172	7.9269	110.827	20.6334	17.2991	70.5645	-1.6942	1.1309	0.9505	34.0045	373.9509	32.8686	67.1314	0.0666	0.0229	2.0902	0.0342	4.9143
3183	600011	0.05	-87.8	NaN	1.08	NaN	78757.25	-87.48	NaN	08-02	1.13	1.1	11.489	787.5725	0.0518	71433.6887	4.6994	4.5885	39.2285	8.2771	21.7467	1.6328	110.2401	34.9731	-86.626	-8.7405	27.5422	-87.8049	-12.5647	0.2981	0.2486	7.2905	138.3454	23.2301	76.7699	0.2002	0.0376	13.7896	0.049	8.4379
3184	600011	0.05	-87.8	NaN	1.08	NaN	78757.25	-87.48	NaN	08-02	1.13	1.1	11.489	787.5725	0.0518	71433.6887	4.6994	4.5885	39.2285	8.2771	21.7467	1.6328	110.2401	34.9731	-86.626	-8.7405	27.5422	-87.8049	-12.5647	0.2981	0.2486	7.2905	138.3454	23.2301	76.7699	0.2002	0.0376	13.7896	0.049	8.4379
3185	002360	0.09	12.5	NaN	3.44	NaN	3386.51	10.2	NaN	08-01	3.48	12.61	41.8063	33.8651	0.0864	268.4472	0.6856	3.7215	48.3676	2.831	63.5818	0.4884	368.5504	18.2454	2.3722	-3.3685	-6.5904	12.5	0.7329	2.7412	2.4105	172.0366	-30061.6937	81.0545	18.9455	0.0479	0.0101	0.3619	0.0535	7.6133
3186	300511	0.18	80.44	NaN	3.09	NaN	4029.74	224.93	NaN	08-01	3.1	8.57	23.5035	40.2974	0.179	469.7049	2.0875	43.8654	4.1035	2.6311	68.4125	1.2057	149.2909	10.7337	212.1345	10.9068	37.3298	80.4435	9.2176	0.2584	0.1531	12.3256	305.5955	43.0733	56.9267	0.1984	0.0302	2.3041	0.053	6.459
3187	300014	0.27	28.57	NaN	11.33	NaN	23252.93	161.37	NaN	08-01	10.81	17.3	29.5315	232.5293	0.2716	1343.9906	1.5701	1.5725	114.4674	1.5265	117.9168	0.6272	286.9898	63.6456	148.2856	14.1317	83.7404	28.5714	21.6742	1.1147	0.7516	17.1746	1563.3534	36.8547	63.1453	-0.0556	-0.0128	-0.2795	-0.0203	-3.8344
3188	002455	0.12	100.0	NaN	6.74	NaN	5866.52	91.28	NaN	08-01	6.82	5.59	13.0815	58.6652	0.1237	1048.5313	2.2115	6.5318	27.5575	3.6304	49.5813	1.1752	153.1654	13.0963	91.2805	8.0878	13.1003	100.0	8.0878	0.7992	0.5599	23.6717	478.9342	42.4354	57.5646	0.1309	0.0677	2.34	0.1177	11.9814
3189	300532	0.14	-71.82	NaN	2.92	NaN	2170.89	-31.23	NaN	08-01	3.08	12.77	34.4788	21.7089	0.1409	169.9016	1.103	0.4375	411.4286	2.0818	86.4636	0.1704	1056.338	-2.9757	-31.2293	76.5527	49.1946	-71.82	76.5527	2.4745	2.3371	66.6607	-1905.7613	60.5507	39.4493	-0.0523	-0.0076	-0.409	-0.0194	-2.2004
3190	300549	0.31	-23.53	3.48	8.92	NaN	4078.49	105.44	NaN	08-01	8.78	16.94	34.5843	40.7849	0.3058	240.7382	1.8054	1.3171	136.6639	3.7681	47.7694	0.4839	371.9777	46.5957	105.4382	148.9468	84.1108	-23.525	148.9468	2.4148	2.1851	50.7656	-3089.5483	67.8445	32.1555	-0.0664	-0.0234	-0.3918	-0.0726	-7.2888
3191	600273	0.35	16.67	NaN	11.02	NaN	45883.82	16.68	NaN	08-01	10.9	17.22	27.5613	458.8382	0.3512	2663.5338	2.039	6.1293	29.3671	5.7793	31.1456	1.3301	135.3282	32.0597	16.8289	16.3184	11.7666	16.6667	16.0997	0.7384	0.6197	12.137	3390.9144	57.33	42.67	-0.0744	-0.0269	-0.4301	-0.063	-7.0437
3192	603860	0.25	13.64	6.04	4.18	-0.55	1237.32	14.91	NaN	08-01	4.09	18.23	55.586	12.3732	0.2474	67.8408	1.3568	0.877	205.2452	1.3238	135.9722	0.3887	463.0821	19.9766	25.892	NaN	NaN	13.6364	NaN	4.2354	3.6527	106.8813	4069.4855	74.5595	25.4405	-0.4047	-0.0668	-2.2841	-0.2628	-66.0961
3193	000055	0.19	175.14	NaN	9.37	NaN	22800.33	328.93	NaN	08-01	9.85	16.28	35.4583	228.0033	0.1926	1399.7109	1.1825	0.6448	279.1563	0.4623	389.3576	0.2611	689.391	38.6599	367.8725	72.1576	21.1264	175.1429	78.2964	1.8	1.1259	31.4964	1240.2199	35.7674	64.2326	0.1538	0.0342	0.9461	0.0532	7.5655
3194	600885	0.76	24.59	NaN	8.52	NaN	40364.44	23.61	NaN	08-01	10.94	13.32	42.126	403.6444	0.7587	3028.318	5.6926	1.9994	90.027	1.8465	97.4817	0.77	233.7662	22.8578	21.2102	18.2232	21.0398	24.5902	17.5646	1.8284	1.4185	22.2447	3258.5797	67.0349	32.9651	-0.0113	-0.0046	-0.062	-0.014	-1.4648
3195	000975	0.1	17.46	NaN	2.71	NaN	10410.3	17.55	NaN	08-01	2.67	24.17	61.6042	104.103	0.0962	430.5975	0.3981	NaN	NaN	1.1805	152.4778	0.3909	460.4758	32.4015	16.9795	6.133	8.4074	17.4603	6.6836	2.9693	2.563	58.4291	-1531.6681	91.7778	8.2222	0.4473	0.0371	1.3694	0.4508	45.4185
3196	002427	0.31	82.35	NaN	5.42	NaN	12283.59	84.1	NaN	08-01	5.29	6.2	26.5471	122.8359	0.3085	1980.263	4.9736	2.1472	83.8301	4.4667	40.2982	0.5813	309.6508	95.3639	145.1409	27.8777	123.8473	82.3529	8.8185	0.904	0.829	45.9061	311.1583	38.7374	61.2626	-0.0086	-0.0024	-0.1009	-0.0039	-0.3908
3197	600309	1.79	184.13	NaN	25.43	NaN	486103.79	255.35	NaN	08-01	23.13	19.89	38.8206	4861.0379	1.7779	24430.0865	8.9356	9.9878	18.022	2.8043	64.1871	1.3989	128.6725	95.8203	255.6645	59.7933	19.1642	184.127	67.9604	0.8373	0.5933	9.2372	1740.6449	41.4853	58.5147	0.0593	0.0241	0.2493	0.0413	5.5914
3198	603990	0.17	0.0	NaN	3.42	NaN	1368.02	32.11	NaN	08-01	3.46	13.05	75.2592	13.6802	0.169	104.8183	1.2951	0.6642	271.0027	1.515	118.8119	0.2631	684.1505	14.6973	32.1148	100.3414	28.8673	0.0	100.3414	2.2783	2.145	70.2091	1225.4189	70.0993	29.9007	-0.4416	-0.0822	-3.3838	-0.275	-31.3623
3199	000812	0.02	-24.92	NaN	1.13	NaN	1011.95	-24.74	NaN	08-01	1.11	2.77	25.3227	10.1195	0.0226	364.8338	0.8154	4.1219	43.6692	0.8148	220.9131	0.4034	446.2072	29.5866	-21.3469	3.3554	-15.3384	-24.9169	3.624	1.5735	1.0332	78.0169	648.9756	65.4725	34.5275	-0.0272	-0.0056	-0.4725	-0.0164	-1.7702
3200	300172	0.11	22.22	NaN	5.11	NaN	5792.29	21.06	NaN	08-01	5.07	17.5	30.733	57.9229	0.1142	330.8411	0.6525	0.8121	221.6476	0.9314	193.2575	0.2638	682.3351	8.8304	16.6243	9.3314	22.8423	22.2222	8.9558	2.1231	1.692	23.5863	14491.9508	61.133	38.867	-0.0867	-0.0149	-0.4836	-0.0384	-4.6643
3201	600346	0.2	5.26	NaN	9.37	NaN	56229.37	20.78	NaN	08-01	9.37	5.16	13.2321	562.2937	0.1989	10891.6899	3.8545	117.4147	1.533	4.3905	40.9976	1.1916	151.0574	45.5016	20.0822	21.0528	17.0162	5.2632	17.6942	0.7764	0.5751	19.6319	418.3783	30.4911	69.5089	0.0084	0.0045	0.1634	0.0065	0.7395
3202	300182	0.2	-20.72	NaN	5.66	NaN	52203.05	29.49	NaN	08-01	5.5	28.69	43.0904	522.0305	0.2043	1819.0856	0.7119	0.9742	184.767	2.0469	87.9379	0.3464	519.6305	32.8535	27.03	1.6959	17.9385	-20.7218	2.4159	1.7944	1.6359	37.4228	1133.6953	69.9369	30.0631	0.2257	0.03	0.7693	0.0999	13.1043
3203	300284	0.27	19.73	NaN	4.9	NaN	15155.72	20.54	NaN	08-01	4.88	6.2	27.1428	151.5572	0.2701	2440.6006	4.351	0.628	286.6242	20.5007	8.7802	0.4352	413.6029	99.4145	15.9731	15.8003	50.8225	19.7264	14.3053	1.1981	1.1753	23.0315	703.8089	34.8048	65.1952	-0.1923	-0.0489	-2.8748	-0.075	-9.8096
3204	300463	0.35	16.67	NaN	8.24	NaN	19280.68	16.92	NaN	08-01	8.19	22.86	52.5656	192.8068	0.3455	843.1973	1.5111	0.976	184.4262	1.0415	172.8277	0.4638	388.0983	26.035	17.2451	13.3315	18.9289	16.6667	11.3665	3.2707	2.5623	39.499	8199.0766	80.0686	19.9314	-0.0175	-0.0049	-0.0727	-0.0245	-2.559
3205	600110	0.1	481.4	NaN	5.96	NaN	11505.17	481.61	NaN	08-01	5.78	7.4	22.3241	115.0517	0.1	1552.6925	1.3498	3.6717	49.0236	4.3976	40.9314	0.5467	329.2482	78.9896	417.8851	7.3136	11.9412	481.3953	7.1771	1.0032	0.9154	56.1131	257.8969	38.3739	61.6261	-0.2101	-0.0517	-2.4878	-0.0839	-10.6881
3206	000983	0.29	738.9	NaN	5.39	NaN	91737.25	739.33	NaN	08-01	5.21	6.72	35.6757	917.3725	0.2911	13632.8527	4.3262	3.2052	56.1587	2.5728	69.9627	0.8425	213.6499	58.8247	637.7683	6.5109	4.2946	738.9049	7.0669	0.7863	0.629	18.7654	401.7747	36.2658	63.7342	0.0785	0.0188	1.0125	0.0295	4.6359
3207	603707	0.34	-34.14	NaN	8.96	NaN	12327.15	-34.14	NaN	08-01	8.57	25.47	43.6627	123.2715	0.3424	483.8201	1.3439	3.7464	48.0461	0.3463	519.7805	0.4322	416.4739	57.1641	-34.1372	NaN	NaN	-34.1412	NaN	6.1778	1.4779	26.7433	7138.7188	86.3905	13.6095	-0.4176	-0.1214	-1.6392	-0.8922	-105.2823
3208	002801	0.47	-55.24	NaN	7.16	NaN	5501.69	18.25	NaN	07-31	7.0	19.36	30.096	55.0169	0.4648	284.1275	2.4008	3.0761	58.5157	4.9683	36.2297	0.387	465.1163	32.5575	18.2545	11.526	15.3895	-55.2381	11.526	6.2868	5.9552	113.2255	4804.8139	84.6855	15.3145	0.2059	0.0631	1.0632	0.412	47.4338
3209	300041	0.18	15.14	NaN	4.5	NaN	7253.95	15.15	NaN	07-31	3.95	10.02	27.1063	72.5395	0.1809	723.4257	1.805	1.6799	107.1492	2.438	73.831	0.6276	286.8069	30.4368	16.2894	18.9918	18.2188	15.1399	19.0729	4.377	3.6008	156.8643	-120266.7426	84.9745	15.0255	0.0718	0.024	0.7144	0.1594	17.0766
3210	002349	0.11	-40.41	NaN	4.45	NaN	9632.05	19.16	NaN	07-31	4.37	16.54	49.9484	96.3205	0.1145	582.0782	0.6924	3.1425	57.2792	0.8771	205.2218	0.6216	289.5753	36.0829	30.7705	7.9816	11.5323	-40.4056	5.401	3.707	2.3294	113.7419	5465.9488	89.702	10.298	-0.0371	-0.0078	-0.1961	-0.0759	-8.0042
3211	603826	0.21	10.52	NaN	8.75	NaN	6208.58	22.75	10派0.6	07-31	5.58	27.77	47.3991	62.0858	0.1724	223.5214	0.6208	2.4028	74.9126	0.6615	272.1088	0.4797	375.2345	18.5459	21.7744	NaN	NaN	10.5179	NaN	9.108	6.3624	88.1991	1576.2339	92.6391	7.3609	0.0687	0.0128	0.2515	0.1742	22.0162
3212	002471	0.03	-21.41	NaN	2.3	NaN	4232.64	-21.54	NaN	07-31	2.29	1.41	14.4846	42.3264	0.0333	2998.6368	2.3648	0.9441	190.6578	1.3791	130.5199	0.4543	396.214	4.6426	-14.9849	6.9767	2.8646	-21.4118	5.0506	1.2433	0.8797	18.9828	145.2565	33.1285	66.8715	-0.1088	-0.037	-6.807	-0.0554	-5.9957
3213	002139	0.14	16.67	NaN	5.25	NaN	9395.15	89.15	NaN	07-31	5.2	7.81	24.3955	93.9515	0.1381	1202.5182	1.7678	2.0671	87.0785	3.6178	49.754	0.7231	248.9282	63.0543	95.9954	13.2668	16.7981	16.6667	12.9714	1.8452	1.5179	40.5932	836.2092	67.8193	32.1807	0.0507	0.0213	0.595	0.0663	6.7113
3214	002892	0.55	3.77	NaN	13.8	NaN	3618.64	2.58	NaN	07-31	13.44	12.92	28.0421	36.1864	0.5482	279.9898	4.2422	3.12	57.6923	2.4562	73.2839	1.1036	163.1026	15.6643	2.577	NaN	NaN	3.7736	NaN	2.3531	1.5621	52.2826	1502.9212	59.3228	40.6772	0.0951	0.0587	0.7357	0.1443	22.9067
3215	002562	0.29	16.0	NaN	8.39	NaN	15446.85	129.42	NaN	07-31	8.26	23.63	48.3641	154.4685	0.2853	653.6771	1.2073	3.7635	47.8278	2.0252	88.8801	0.6237	288.6003	28.6119	78.6835	13.9384	9.1719	16.0	13.9384	2.0291	1.6037	66.7391	5407.9429	77.9041	22.0959	-0.0242	-0.0066	-0.1022	-0.0298	-3.2961
3216	300577	0.9	32.35	NaN	11.0	NaN	6027.08	76.58	NaN	07-31	10.73	12.17	31.6761	60.2708	0.5022	495.2121	4.1265	3.2047	56.1675	2.8566	63.012	0.7153	251.6427	46.4341	117.7522	151.8197	81.7042	32.3529	152.0133	2.8451	2.3278	104.3014	3507.0625	69.3899	30.6101	0.1238	0.074	0.9198	0.2418	25.0478
3217	300146	0.4	60.0	NaN	12.67	NaN	58226.85	62.29	NaN	07-31	11.92	39.16	66.9287	582.2685	0.396	1486.5427	1.0111	18.0999	9.9448	1.4893	120.8622	0.4408	408.3485	20.5307	69.976	10.105	8.0267	60.0	8.8623	5.994	5.4469	453.6738	-2935.4172	89.1115	10.8885	0.3107	0.0836	0.7736	0.768	78.7495
3218	300183	0.29	-3.13	NaN	5.08	NaN	13171.16	-3.86	NaN	07-31	4.95	32.97	59.7442	131.7116	0.2905	399.4776	0.8813	1.1748	153.2176	1.0853	165.8528	0.1883	955.9214	0.5079	-3.8192	14.9567	14.3186	-3.1333	15.3019	10.4234	9.5769	573.7997	-848.8833	91.8827	8.1173	0.1362	0.0188	0.4181	0.2316	26.4139
3219	600246	0.02	-88.56	NaN	0.77	NaN	5114.38	-80.69	NaN	07-31	0.76	5.32	45.9342	51.1438	0.0248	960.4579	0.4676	103.0548	1.7466	0.0677	2658.7888	0.0815	2208.589	-19.4583	-80.5369	99.5475	15.0204	-88.5622	108.4815	3.1471	1.1717	90.6286	239.1281	49.4826	50.5174	0.3053	0.021	5.692	0.0416	8.6869
3220	603369	0.52	22.28	NaN	13.26	NaN	64933.12	22.29	NaN	07-31	12.92	35.99	70.6787	649.3312	0.5176	1803.7219	1.4378	67.5863	2.6633	0.3527	510.3487	0.4105	438.4896	17.2405	22.3503	15.1986	18.0568	22.2773	15.2617	3.3854	2.201	85.7663	-8255.4999	79.8039	20.1961	0.2628	0.0752	0.7302	0.3724	37.8255
3221	603239	0.35	-58.33	NaN	10.7	NaN	9562.29	67.76	NaN	07-31	10.4	26.74	45.9958	95.6229	0.3532	357.5254	1.3206	2.2938	78.4724	2.1964	81.9523	0.4543	396.214	39.8854	67.761	173.8145	95.4658	-58.3333	173.8145	5.6224	4.9346	75.6014	-51371.3613	87.3494	12.6506	-0.0151	-0.0051	-0.0563	-0.0405	-4.0785
3222	601933	0.11	37.5	NaN	5.46	NaN	105521.84	57.57	NaN	07-31	5.51	3.72	20.4445	1055.2184	0.1102	28316.8862	2.9587	50.0596	3.5957	5.0928	35.344	1.4231	126.4844	15.4949	53.3107	57.052	44.8819	37.5	55.6604	2.0066	1.6447	52.783	-1503.4612	66.6167	33.3833	0.092	0.0895	2.5602	0.268	27.1881
3223	002768	0.32	52.38	NaN	8.99	NaN	7701.15	52.81	NaN	07-31	8.72	9.54	20.7895	77.0115	0.3208	807.1157	3.3629	2.7045	66.5557	1.9945	90.2482	0.7152	251.6779	54.513	56.7124	24.7604	71.0603	52.381	17.8551	1.3573	0.9741	15.4933	1003.4811	48.684	51.316	-0.1656	-0.0696	-1.6928	-0.1357	-15.1397
3224	300692	0.23	53.33	NaN	4.12	NaN	1877.46	60.27	NaN	07-31	4.03	24.58	47.9073	18.7746	0.2346	76.3688	0.9546	1.6332	110.2131	2.5804	69.7566	0.43	418.6047	21.9968	59.3943	NaN	NaN	53.3333	NaN	1.2177	1.067	60.6569	746.8603	63.18	36.82	0.018	0.0017	0.0679	0.0046	1.0098
3225	600352	0.31	5.13	NaN	6.28	NaN	101316.0	5.13	NaN	07-31	6.34	13.48	37.1031	1013.16	0.3114	7514.9321	2.3099	2.9817	60.3682	0.2698	667.1609	0.2878	625.4343	19.6393	-2.6107	11.7177	25.6099	5.1317	10.3959	2.1726	0.7082	22.492	1019.0052	42.0744	57.9256	-0.1477	-0.0261	-0.9513	-0.045	-8.8988
3226	600189	-0.12	-163.16	NaN	-2.62	NaN	-3639.26	-160.75	NaN	07-29	-2.64	-34.19	24.2366	-36.3926	-0.1172	106.4232	0.3427	2.3301	77.2499	0.5687	316.5113	0.0794	2267.0025	-40.8019	-166.8828	-6.9464	-8.5658	-163.1579	-4.6699	0.6655	0.5891	15.8374	614.4555	36.0887	63.9113	-0.8191	-0.0227	NaN	-0.0356	-4.5704
3227	600393	0.36	350.0	NaN	17.25	NaN	91180.26	1143.32	NaN	07-29	15.98	24.21	47.3174	911.8026	0.3595	3765.1763	1.4845	8.3165	21.6437	0.2258	797.1656	0.3093	581.9593	713.8761	1474.8811	20.7146	38.6887	350.0	11.0166	3.0823	0.9895	13.0386	1176.0773	43.4391	56.5609	0.0895	0.0228	0.2883	0.0404	7.7852
3228	300304	0.09	-70.0	NaN	4.82	NaN	7764.76	25.88	NaN	07-29	4.73	23.83	35.6438	77.6476	0.09	325.7167	0.3778	1.9343	93.0569	1.541	116.8073	0.2416	745.0331	27.392	20.0135	6.5241	9.1358	-70.0	6.7981	6.565	5.8647	71.0034	-1034.7091	88.0801	11.9199	0.1844	0.0306	0.7746	0.2564	31.0188
3229	002772	0.18	-28.58	NaN	2.78	NaN	6384.34	-15.03	NaN	07-29	2.72	19.96	29.7697	63.8434	0.171	319.7531	0.8564	42.296	4.2557	3.0097	59.8066	0.2234	805.7296	20.5361	-16.2049	114.4404	67.8371	-28.5772	115.0978	5.2695	4.9609	81.336	-4343.9637	75.8541	24.1459	0.2332	0.0241	1.1668	0.0996	30.3856
3230	600406	0.14	16.67	NaN	3.87	NaN	34957.98	24.62	NaN	07-29	4.12	8.37	19.8632	349.5798	0.1439	4175.9654	1.7192	0.6071	296.4915	1.4847	121.2366	0.274	656.9343	10.6236	20.8052	10.0481	9.05	16.6667	10.2664	1.8197	1.5145	43.822	-2571.9885	51.281	48.719	-0.0065	-0.0016	-0.081	-0.0034	-0.3377
3231	603008	0.24	20.0	NaN	3.77	NaN	9482.56	51.96	NaN	07-29	3.79	8.0	32.3882	94.8256	0.2405	1184.6542	3.0047	1.5655	114.9792	1.497	120.2405	0.4937	364.5939	50.5858	51.7473	87.3256	38.8904	20.0	84.2976	1.2526	0.9755	37.7264	851.8452	54.8483	45.1517	-0.106	-0.0271	-1.3237	-0.0601	-6.3138
3232	000926	0.49	36.11	NaN	4.72	NaN	46248.96	35.96	NaN	07-29	4.77	8.42	27.6243	462.4896	0.4871	5487.7419	5.7806	7.6421	23.5537	0.221	814.4796	0.1501	1199.2005	-5.4359	89.0347	-2.1158	10.7527	36.1111	2.2273	2.396	1.2186	46.1361	1043.8859	26.2984	73.7016	0.0224	0.0028	0.1672	0.0038	0.8448
3233	300356	0.07	103.5	NaN	2.04	NaN	2899.06	408.9	NaN	07-29	2.01	14.09	28.4901	28.9906	0.0698	205.6109	0.495	0.281	640.5694	1.413	127.3885	0.1799	1000.5559	-28.3229	180.171	-4.7753	-9.1017	103.4985	0.6039	2.0442	1.8255	26.2665	1376.3927	68.3416	31.6584	-0.4779	-0.0465	-3.6087	-0.147	-19.3462
3234	000759	0.2	-322.22	NaN	4.48	NaN	13621.12	-318.09	NaN	07-29	4.45	1.76	21.5915	136.2112	0.2	7701.6472	11.3089	98.8385	1.8212	4.0676	44.2521	2.3168	77.6934	-4.0087	NaN	8.1128	-3.6665	-322.2222	5.1463	0.6581	0.4155	12.5185	854.1106	41.1291	58.8709	0.0468	0.0467	2.5918	0.0793	7.947
3235	002165	0.07	-41.67	NaN	2.59	NaN	4058.62	-35.87	NaN	07-29	2.61	3.6	15.5457	40.5862	0.0674	1124.7403	1.8681	3.371	53.3966	3.4506	52.1648	0.8372	215.0024	30.6874	-34.8237	3.7722	22.8788	-41.6667	3.775	1.2153	0.9665	20.7809	482.8057	58.1276	41.8724	-0.0819	-0.0339	-2.069	-0.081	-8.2753
3236	600880	-0.03	-616.67	NaN	-0.85	NaN	-3050.98	-613.83	NaN	07-29	-0.85	-7.67	25.9329	-30.5098	-0.0279	397.3497	0.3634	2.0537	87.6467	9.9364	18.1152	0.3322	541.8423	-14.614	-1084.617	-1.7541	-3.9622	-616.6667	0.0855	2.7152	2.6241	167.2834	759.8686	88.3357	11.6643	-0.2912	-0.027	NaN	-0.2314	-27.5554
3237	002262	0.21	-23.95	NaN	9.56	NaN	20917.15	21.66	NaN	07-29	9.22	12.46	50.0485	209.1715	0.2072	1678.0579	1.6628	2.2635	79.5229	2.5317	71.0985	0.8043	223.7971	10.785	17.6097	15.5333	14.4175	-23.9545	15.7927	2.5941	2.1542	91.9235	-7819.2571	72.5313	27.4687	0.0945	0.0503	0.797	0.1833	19.0873
3238	600615	0.54	1217.07	NaN	18.94	NaN	10146.67	1216.78	NaN	07-29	17.31	209.72	21.1639	101.4667	0.5396	48.38	0.2573	1.6939	106.2637	0.4024	447.3161	0.0819	2197.8022	-3.0052	1162.7858	21.2577	4.8965	1217.0732	21.1939	9.9129	9.7829	508.8125	-193851.0878	88.3391	11.6609	1.4244	0.1037	0.678	0.8891	113.632
3239	000420	0.03	209.57	NaN	2.1	NaN	5725.66	655.89	NaN	07-29	2.07	5.71	12.4695	57.2566	0.029	1001.2138	0.508	7.8825	22.8354	3.0347	59.3139	0.6034	298.3096	72.3712	1751.2866	2.9201	12.0905	209.5745	3.0709	0.6924	0.5302	20.244	336.7192	54.1132	45.8868	-0.0239	-0.0047	-0.4115	-0.0102	-1.1095
3240	600586	0.07	600.0	NaN	2.56	NaN	10383.27	402.77	NaN	07-29	2.5	5.51	23.3706	103.8327	0.0711	1882.2074	1.2901	6.0904	29.5547	2.1725	82.8539	0.7084	254.0937	16.8087	729.2225	3.9754	0.0858	600.0	4.1054	0.5326	0.3892	22.9122	242.1902	44.8599	55.1401	0.2506	0.0494	5.4761	0.0896	9.8042
3241	000848	0.23	-17.86	NaN	11.24	NaN	22764.67	-16.6	NaN	07-29	12.56	21.92	45.1204	227.6467	0.2326	1038.2717	1.061	317.1825	0.5675	3.1046	57.9785	0.518	347.4903	-28.9976	-17.1875	0.9123	0.5035	-17.8571	0.7577	5.571	5.0899	493.783	-5713.7376	85.0618	14.9382	-0.3723	-0.1783	-1.6847	-1.1934	-138.8581
3242	002577	0.06	25.26	NaN	1.39	NaN	1627.31	20.07	NaN	07-29	1.37	5.64	27.7962	16.2731	0.0574	288.2563	1.0173	2.4615	73.1261	2.6318	68.3943	0.3504	513.6986	12.5745	130.6588	-0.2462	-1.1773	25.261	0.7324	6.8303	6.2682	102.88	-156.0492	89.7806	10.2194	-0.0108	-0.0024	-0.2194	-0.0232	-2.5543
3243	300059	0.06	-38.98	NaN	2.01	NaN	26010.1	-22.77	NaN	07-29	1.99	54.31	58.073	260.101	0.0606	478.9023	0.1116	1.6439	109.4957	1.4574	123.5076	0.0195	9230.7692	-27.1038	-22.9653	5.1376	20.6485	-38.978	5.1561	1.4063	1.3991	62.8824	-1230.8342	39.6175	60.3825	-1.1116	-0.0162	-2.0536	-0.0268	-2.7209
3244	000717	0.27	-383.83	NaN	82.91	NaN	64964.78	-383.91	NaN	07-29	58.6	5.73	9.6201	649.6478	0.2685	11336.6476	4.6854	34.6984	5.1876	5.5392	32.4957	2.8494	63.1712	96.0206	NaN	779.3077	-8.4281	-383.8266	779.3077	0.3005	0.1578	5.1265	521.353	7.7916	92.2084	-0.0038	-0.003	-0.0667	-0.0033	-0.3485
3245	600663	0.34	30.89	NaN	5.86	NaN	115368.27	30.87	NaN	07-29	8.54	20.51	48.7021	1153.6827	0.3431	5623.3927	1.6727	38.5627	4.6677	0.1958	919.3054	0.16	1125.0	48.4342	25.7851	25.4564	48.6663	30.8924	5.3018	1.02	0.4727	10.0359	436.6691	25.5437	74.4563	-0.2249	-0.0158	-0.858	-0.0212	-3.4088
3246	600289	0.04	24.53	NaN	0.78	NaN	2533.19	39.09	NaN	07-29	0.78	3.73	61.537	25.3319	0.0401	677.635	1.0738	1.1168	161.1748	0.9182	196.0357	0.212	849.0566	8.1726	39.839	59.0467	35.3745	24.5342	58.9764	3.7648	3.4236	208.2928	-2241.0114	79.3544	20.6456	-0.2556	-0.0428	-6.8652	-0.2074	-20.735
3247	000612	0.09	16.67	NaN	2.36	NaN	10775.23	17.65	NaN	07-29	2.32	4.71	1.8448	107.7523	0.0903	2284.6615	1.9163	51.2148	3.5146	3.6216	49.7018	1.6962	106.1196	5.7147	17.6539	-4.7178	-11.6321	16.6667	-4.7178	0.808	0.376	19.5971	365.7732	63.5574	36.4426	-0.0539	-0.0169	-1.1427	-0.0463	-7.1965
3248	000663	0.02	0.0	NaN	0.3	NaN	648.88	-4.64	NaN	07-29	0.3	1.21	24.0254	6.4888	0.019	534.8345	1.5684	0.8377	214.8741	0.5023	358.3516	0.2489	723.182	-16.3013	-28.2883	5.9426	8.1044	0.0	5.983	1.233	0.7777	24.2532	173.771	50.1575	49.8425	-0.0247	-0.0031	-1.7955	-0.0061	-0.7688
3249	300231	0.18	6.74	NaN	9.63	NaN	6241.18	8.7	NaN	07-29	9.89	15.37	35.0315	62.4118	0.1822	405.8921	1.185	0.8863	203.0915	11.04	16.3043	0.5945	302.7754	6.0311	8.6989	21.5083	12.5206	6.737	21.5083	1.7861	1.724	37.3698	1601.019	52.5273	47.4727	-0.119	-0.0402	-0.7742	-0.0848	-11.1362
3250	603010	0.27	0.0	NaN	6.47	NaN	6908.1	1.13	NaN	07-29	6.5	9.61	21.7601	69.081	0.2715	718.1521	2.823	3.7103	48.5136	3.7395	48.1348	1.011	178.0415	33.2289	1.3558	9.335	42.0103	0.0	9.3378	1.6844	1.3121	48.0677	2333.1806	64.1148	35.8852	0.0296	0.0128	0.3077	0.0357	4.6901
3251	600064	0.66	-32.79	NaN	5.1	NaN	51291.25	-32.78	NaN	07-29	5.04	35.59	42.6358	512.9125	0.6639	1441.028	1.8654	2.5398	70.8717	0.0947	1900.7392	0.1235	1457.4899	-64.1853	-36.7657	11.2132	15.1946	-32.7935	11.9264	0.9039	0.2448	8.7541	792.7545	40.4471	59.5529	-0.0648	-0.0035	-0.175	-0.0059	-0.6886
3252	600829	0.24	10.81	NaN	8.85	NaN	13909.79	10.79	NaN	07-29	9.29	3.47	11.2397	139.0979	0.2398	4002.8044	6.9027	1.5167	118.6787	5.7249	31.4416	0.9992	180.1441	-11.3737	10.7898	-3.3501	0.186	10.8083	-3.3501	1.4412	1.2571	14.1743	3029.5399	34.9424	65.0576	0.0392	0.0366	1.1284	0.0563	6.0303
